id,name_ru,name_en,country_ru,country_en,country_code,lat,lon,population
12,Саранда,Saranda City,Албания,Albania,AL,39.883333333,20.016666666,41000
25,Шкодер,Shkodër,Албания,Albania,AL,42.066666666,19.5,76000
30,Ванадзор,Vanadzor,Армения,Armenia,AM,40.812777777,44.488333333,90525
53,Сари-Пуль,Sar-e Pol,Афганистан,Afghanistan,AF,36.221388888,65.927777777,51075
88,Бамиан,Bamyan,Афганистан,Afghanistan,AF,34.816666666,67.816666666,100000
92,Асадабад,Asadabad,Афганистан,Afghanistan,AF,34.874166666,71.152777777,48400
99,Фиери,Fier,Албания,Albania,AL,40.716666666,19.55,55845
116,Джелалабад,Jalalabad,Афганистан,Afghanistan,AF,34.430277777,70.452777777,263312
134,Баглан,Baghlan,Афганистан,Afghanistan,AF,36.132777777,68.7,83490
140,Балх,Balkh,Афганистан,Afghanistan,AF,36.758055555,66.898888888,77000
171,Абовян,Abovyan,Армения,Armenia,AM,40.273888888,44.625555555,44400
216,Кабул,Kabul,Афганистан,Afghanistan,AF,34.532777777,69.165833333,4273156
238,Влёра,Vlorë,Албания,Albania,AL,40.45,19.483333333,130827
259,Раздан,Hrazdan,Армения,Armenia,AM,40.5,44.766666666,52283
285,Меймене,Maymana,Афганистан,Afghanistan,AF,35.933333333,64.75,96000
364,Гардез,Gardēz,Афганистан,Afghanistan,AF,33.593055555,69.229722222,70000
392,Гюмри,Gyumri,Армения,Armenia,AM,40.783333333,43.833333333,121976
428,Пули-Хумри,Pul-e Khomri,Афганистан,Afghanistan,AF,35.95,68.7,113500
437,Лашкаргах,Lashkar Gah,Афганистан,Afghanistan,AF,31.593819444,64.371611111,201546
448,Чарикар,Charikar,Афганистан,Afghanistan,AF,35.016666666,69.166666666,69110
518,Фарах,Farah,Афганистан,Afghanistan,AF,32.343611111,62.119444444,54000
573,Пагман,Paghman,Афганистан,Afghanistan,AF,34.58333333,68.95,49157
622,Таринкот,Tarinkot,Афганистан,Afghanistan,AF,32.624167,65.876667,70000
638,Аджман,Ajman,Объединённые Арабские Эмираты,United Arab Emirates,AE,25.399444444,55.479722222,490035
644,Эль-Айн,Al Ain,Объединённые Арабские Эмираты,United Arab Emirates,AE,24.2075,55.744722222,766936
659,Абу-Даби,Abu Dhabi,Объединённые Арабские Эмираты,United Arab Emirates,AE,24.451111111,54.396944444,1483000
686,Шибарган,Sheberghan,Афганистан,Afghanistan,AF,36.665,65.752,175599
708,Вагаршапат,Vagharshapat,Армения,Armenia,AM,40.172777777,44.2925,57500
756,Мазари-Шариф,Mazar-i-Sharif,Афганистан,Afghanistan,AF,36.7,67.116666666,469247
779,Герат,Herat,Афганистан,Afghanistan,AF,34.34817,62.19967,556205
803,Кундуз,Kunduz,Афганистан,Afghanistan,AF,36.728888888,68.856944444,356536
810,Хост,Khost,Афганистан,Afghanistan,AF,33.333333333,69.916666666,160214
862,Талукан,Taloqan,Афганистан,Afghanistan,AF,36.716666666,69.516666666,258758
878,Файзабад,Fayzabad,Афганистан,Afghanistan,AF,37.121944444,70.583333333,44421
900,Шарджа,Sharjah,Объединённые Арабские Эмираты,United Arab Emirates,AE,25.3375,55.411944444,1247749
920,Корча,Korçë,Албания,Albania,AL,40.616666666,20.766666666,51152
953,Кандагар,Kandahar,Афганистан,Afghanistan,AF,31.61332,65.71013,614254
977,Капан,Kapan,Армения,Armenia,AM,39.201111111,46.415,43190
979,Зарандж,Zaranj,Афганистан,Afghanistan,AF,30.96,61.86,49851
1008,Рио-Гранде,Río Grande,Аргентина,Argentina,AR,-53.783333,-67.7,52681
1010,Хунин,Junín,Аргентина,Argentina,AR,-34.59391,-60.94644,87509
1014,Касерос,Caseros,Аргентина,Argentina,AR,-34.616666666,-58.533333333,95785
1016,Хенераль-Пико,General Pico,Аргентина,Argentina,AR,-35.658702825,-63.757713271,57669
1020,Сумбе,Sumbe,Ангола,Angola,AO,-11.2052,13.8417,279968
1022,Гуалегуайчу,Gualeguaychú,Аргентина,Argentina,AR,-33.007777777,-58.511111111,109461
1029,Кашито,Caxito,Ангола,Angola,AO,-8.646666666,13.664166666,77276
1040,Луанда,Luanda,Ангола,Angola,AO,-8.83682,13.23432,2487444
1048,Сан-Хусто,San Justo,Аргентина,Argentina,AR,-34.683333333,-58.55,136604
1052,Трелью,Trelew,Аргентина,Argentina,AR,-43.253333333,-65.309444444,97915
1057,Вилья-Карлос-Пас,Carlos Paz,Аргентина,Argentina,AR,-31.4,-64.516666666,62423
1066,Санта-Роса,Santa Rosa,Аргентина,Argentina,AR,-36.620277777,-64.290555555,102860
1089,Плоттьер,Plottier,Аргентина,Argentina,AR,-38.95,-68.233333333,52190
1108,Сан-Мигель-де-Тукуман,San Miguel de Tucumán,Аргентина,Argentina,AR,-26.816666666,-65.216666666,605767
1119,Эсейса,Ezeiza,Аргентина,Argentina,AR,-34.833333333,-58.516666666,160219
1125,Саэнс-Пенья,Presidencia Roque Sáenz Peña,Аргентина,Argentina,AR,-26.783333333,-60.45,101086
1141,Санто-Томе,Santo Tomé,Аргентина,Argentina,AR,-31.666666666,-60.766666666,65684
1142,Катриель,Catriel,Аргентина,Argentina,AR,-37.877777777,-67.791666666,47569
1144,Мендоса,Mendoza,Аргентина,Argentina,AR,-32.89084,-68.82717,114822
1149,Пунта-Альта,Punta Alta,Аргентина,Argentina,AR,-38.88,-62.075,58315
1151,Лубанго,Lubango,Ангола,Angola,AO,-14.916666666,13.5,903564
1155,Рио-Гальегос,Río Gallegos,Аргентина,Argentina,AR,-51.623333333,-69.216111111,115585
1156,Ндалатандо,N'dalatando,Ангола,Angola,AO,-9.3,14.91666667,161584
1159,Сан-Луис,San Luis,Аргентина,Argentina,AR,-33.299444444,-66.339166666,169947
1166,Кутраль-Ко,Cutral Co,Аргентина,Argentina,AR,-38.933333333,-69.233333333,40344
1170,Конкордия,Concordia,Аргентина,Argentina,AR,-31.392222222,-58.016944444,149450
1172,Лобиту,Lobito,Ангола,Angola,AO,-12.35,13.546388888,436467
1187,Пилар,Pilar,Аргентина,Argentina,AR,-34.45867,-58.91398,81120
1201,Сапала,Zapala,Аргентина,Argentina,AR,-38.902777777,-70.065,40472
1211,Эсперанса,Esperanza,Аргентина,Argentina,AR,-31.448888888,-60.931666666,42082
1218,Мбанза-Конго,M'banza-Kongo,Ангола,Angola,AO,-6.266666666,14.25,148000
1224,Чахари,Chajarí,Аргентина,Argentina,AR,-30.766666666,-57.983333333,45848
1236,Ресистенсия,Resistencia,Аргентина,Argentina,AR,-27.451388888,-58.986666666,298611
1244,Ла-Плата,La Plata,Аргентина,Argentina,AR,-34.933333333,-57.95,193144
1282,Олаваррия,Olavarría,Аргентина,Argentina,AR,-36.9,-60.333333333,89721
1308,Рио-Куарто,Río Cuarto,Аргентина,Argentina,AR,-33.1229869,-64.3477571,200000
1336,Хенераль-Рока,General Roca,Аргентина,Argentina,AR,-39.033333333,-67.583333333,108680
1339,Сойо,Soyo,Ангола,Angola,AO,-6.133333333,12.366666666,200920
1350,Тартагаль,Tartagal,Аргентина,Argentina,AR,-22.515,-63.799,60819
1372,Чиполлетти,Cipolletti,Аргентина,Argentina,AR,-38.933333333,-68.016666666,105482
1392,Сан-Рамон-де-ла-Нуэва-Оран,San Ramón de la Nueva Orán,Аргентина,Argentina,AR,-23.136111111,-64.322222222,74059
1394,Рио-Терсеро,Río Tercero,Аргентина,Argentina,AR,-32.1767655,-64.1129881,46421
1398,Тандиль,Tandil,Аргентина,Argentina,AR,-37.3287,-59.1369,150162
1400,Парана,Paraná,Аргентина,Argentina,AR,-31.733055555,-60.529722222,247863
1408,Консепсьон-дель-Уругвай,Concepción del Uruguay,Аргентина,Argentina,AR,-32.483333333,-58.233333333,100728
1409,Сан-Сальвадор-де-Жужуй,San Salvador de Jujuy,Аргентина,Argentina,AR,-24.185555555,-65.299444444,321789
1423,Коскин,Cosquín,Аргентина,Argentina,AR,-31.24525,-64.46574,47785
1437,Санта-Люсия,Santa Lucía Department,Аргентина,Argentina,AR,-31.53333333,-68.46666667,62729
1438,Мерседес,Mercedes,Аргентина,Argentina,AR,-34.65,-59.433333333,63284
1444,Посадас,Posadas,Аргентина,Argentina,AR,-27.366666666,-55.896944444,275988
1446,Мосамедиш,Moçâmedes,Ангола,Angola,AO,-15.195277777,12.150833333,255000
1451,Ла-Риоха,La Rioja,Аргентина,Argentina,AR,-29.413055555,-66.855833333,180995
1462,Ушуая,Ushuaia,Аргентина,Argentina,AR,-54.807222222,-68.304444444,82615
1466,Мар-дель-Плата,Mar del Plata,Аргентина,Argentina,AR,-38,-57.55,593337
1474,Кордова,Córdoba,Аргентина,Argentina,AR,-31.416666666,-64.183333333,1329604
1488,Пуэрто-Мадрин,Puerto Madryn,Аргентина,Argentina,AR,-42.7729674,-65.0366104,115353
1492,Ла-Пас,La Paz,Аргентина,Argentina,AR,-30.740555555,-59.644444444,74762
1494,Росарио,Rosario,Аргентина,Argentina,AR,-32.9575,-60.639444444,1193605
1500,Сантьяго-дель-Эстеро,Santiago del Estero,Аргентина,Argentina,AR,-27.784444444,-64.266944444,430280
1501,Сауримо,Saurimo,Ангола,Angola,AO,-9.6589,20.3934,393000
1515,Годой-Крус,Godoy Cruz,Аргентина,Argentina,AR,-32.916666666,-68.833333333,191299
1527,Онджива,Ondjiva,Ангола,Angola,AO,-17.066666666,15.733333333,121537
1529,Гойя,Goya,Аргентина,Argentina,AR,-29.133333333,-59.25,70245
1531,Итусайнго,Ituzaingó,Аргентина,Argentina,AR,-34.658223,-58.667213,129510
1544,Пергамино,Pergamino,Аргентина,Argentina,AR,-33.883611111,-60.566944444,91399
1549,Кильмес,Quilmes,Аргентина,Argentina,AR,-34.716666666,-58.266666666,262379
1556,Вильягуай,Villaguay,Аргентина,Argentina,AR,-31.85,-59.01666667,49445
1562,Калета-Оливия,Caleta Olivia,Аргентина,Argentina,AR,-46.433333333,-67.533333333,56298
1565,Рафаэла,Rafaela,Аргентина,Argentina,AR,-31.266666666,-61.483333333,92945
1572,Вилья-Мария,Villa María,Аргентина,Argentina,AR,-32.410277777,-63.231388888,88600
1598,Морон,Morón,Аргентина,Argentina,AR,-34.65,-58.616666666,99066
1607,Баия-Бланка,Bahía Blanca,Аргентина,Argentina,AR,-38.716666666,-62.266666666,299000
1610,Берасатеги,Berazategui,Аргентина,Argentina,AR,-34.767888888,-58.213277777,180523
1618,Менонге,Menongue,Ангола,Angola,AO,-14.6556,17.6842,372500
1619,Мерло,Merlo,Аргентина,Argentina,AR,-34.6653,-58.7275,244168
1622,Сан-Франсиско,San Francisco,Аргентина,Argentina,AR,-31.435555555,-62.071388888,62001
1631,Обера,Oberá,Аргентина,Argentina,AR,-27.483333333,-55.133333333,66112
1633,Клоринда,Clorinda,Аргентина,Argentina,AR,-25.291388888,-57.718333333,47240
1662,Катумбела,Catumbela,Ангола,Angola,AO,-12.41666667,13.53333333,175805
1664,Барракас (Буэнос-Айрес),Barracas,Аргентина,Argentina,AR,-34.65,-58.383333333,89452
1680,Комодоро-Ривадавия,Comodoro Rivadavia,Аргентина,Argentina,AR,-45.866666666,-67.5,201228
1718,Ломас-де-Самора,Lomas de Zamora,Аргентина,Argentina,AR,-34.766666666,-58.4,112580
1724,Уамбо,Huambo,Ангола,Angola,AO,-12.766666666,15.733333333,844000
1732,Квито,Kuito,Ангола,Angola,AO,-12.383333333,16.933333333,512706
1756,Вилья-Гобернадор-Гальвес,Villa Gobernador Gálvez,Аргентина,Argentina,AR,-33.0250796,-60.633744,80769
1764,Вьедма,Viedma,Аргентина,Argentina,AR,-40.8,-63,59993
1767,Флоренсио-Варела,Florencio Varela,Аргентина,Argentina,AR,-34.80896,-58.27623,146704
1783,Бельграно,Belgrano,Аргентина,Argentina,AR,-34.5627,-58.45829,126831
1787,Сан-Рафаэль,San Rafael,Аргентина,Argentina,AR,-34.6175,-68.335555555,215020
1793,Сан-Фернандо-дель-Валье-де-Катамарка,San Fernando del Valle de Catamarca,Аргентина,Argentina,AR,-28.468611111,-65.779166666,159139
1811,Ла-Калера,La Calera,Аргентина,Argentina,AR,-31.343888888,-64.335277777,45600
1834,Боэдо (Буэнос-Айрес),Boedo,Аргентина,Argentina,AR,-34.633333333,-58.416666666,47306
1837,Чимбас,Chimbas Department,Аргентина,Argentina,AR,-31.48333333,-68.53333333,105627
1858,Венадо-Туэрто,Venado Tuerto,Аргентина,Argentina,AR,-33.75,-61.966666666,83263
1862,Луэна,Luena,Ангола,Angola,AO,-11.783,19.913,357413
1866,Сан-Хуан,San Juan,Аргентина,Argentina,AR,-31.5375,-68.536388888,471389
1878,Сан-Николас-де-лос-Аройос,San Nicolás de los Arroyos,Аргентина,Argentina,AR,-33.333333333,-60.216666666,160000
1887,Санта-Фе,Santa Fe,Аргентина,Argentina,AR,-31.633333333,-60.7,405683
1896,Лухан,Luján,Аргентина,Argentina,AR,-34.570277777,-59.105,97363
1908,Формоса,Formosa,Аргентина,Argentina,AR,-26.184722222,-58.175833333,222226
1910,Сальта,Salta,Аргентина,Argentina,AR,-24.788333333,-65.410555555,535303
1931,Асуль,Azul,Аргентина,Argentina,AR,-36.78333333,-59.85,55728
1932,Корриентес,Corrientes,Аргентина,Argentina,AR,-27.483333333,-58.816666666,352646
1938,Сентенарио,Centenario,Аргентина,Argentina,AR,-38.816666666,-68.133333333,48721
1963,Неукен,Neuquén,Аргентина,Argentina,AR,-38.951833333,-68.059194444,288896
1964,Ла-Банда,La Banda,Аргентина,Argentina,AR,-27.733333333,-64.25,106441
1974,Вилья-Конститусьон,Villa Constitución,Аргентина,Argentina,AR,-33.233333333,-60.333333333,47374
1981,Маланже,Malanje,Ангола,Angola,AO,-9.533333333,16.35,604215
1982,Кабинда,Cabinda,Ангола,Angola,AO,-5.56717,12.19787,739182
2008,Оттакринг,Ottakring,Австрия,Austria,AT,48.2125,16.3106,103117
2050,Альта-Грасия,Alta Gracia,Аргентина,Argentina,AR,-31.666666666,-64.433333333,48140
2200,Сан-Карлос-де-Барилоче,Bariloche,Аргентина,Argentina,AR,-41.15,-71.3,135755
2356,Зиммеринг,Simmering,Австрия,Austria,AT,48.17,16.45,97333
2502,Вилла-Мерседес,Villa Mercedes,Аргентина,Argentina,AR,-33.666666666,-65.466666666,131046
2927,Вельс,Wels,Австрия,Austria,AT,48.15,14.016666666,65303
3329,Майдлинг,Meidling,Австрия,Austria,AT,48.17192,16.32586,97634
3396,Хитцинг,Hietzing,Австрия,Austria,AT,48.17547,16.29101,54040
3820,Хернальс,Hernals,Австрия,Austria,AT,48.2325,16.2794,57027
4034,Лонсестон,Launceston,Австралия,Australia,AU,-41.444444444,147.137777777,80943
4093,Порт-Маккуори,Port Macquarie,Австралия,Australia,AU,-31.431666666,152.9177778,47693
4140,Донауштадт,Donaustadt,Австрия,Austria,AT,48.2181,16.4831,195230
4226,Таунсвилл,Townsville,Австралия,Australia,AU,-19.262222222,146.815833333,173724
4282,Дарвин,Darwin,Австралия,Australia,AU,-12.438055555,130.841111111,122207
4299,Аделаида,Adelaide,Австралия,Australia,AU,-34.9275,138.6,1387290
4724,Банбери,Bunbury,Австралия,Australia,AU,-33.327222222,115.636944444,75196
4725,Манджера,Mandurah,Австралия,Australia,AU,-32.528888888,115.723055555,107641
4770,Фаворитен,Favoriten,Австрия,Austria,AT,48.1578,16.3592,207193
4835,Перт,Perth,Австралия,Australia,AU,-31.95224,115.8614,2043762
4883,Ориндж,Orange,Австралия,Australia,AU,-33.281666666,149.1011111,41232
4935,Сидней,Sydney,Австралия,Australia,AU,-33.86785,151.20732,4698656
4970,Мельбурн,Melbourne,Австралия,Australia,AU,-37.814166666,144.963055555,5031195
5042,Канберра,Canberra,Австралия,Australia,AU,-35.28346,149.12807,452670
5094,Бервик,Berwick,Австралия,Australia,AU,-38.031,145.344,50298
5201,Херви-Бей,Hervey Bay,Австралия,Australia,AU,-25.28762,152.76936,57722
5345,Хобарт,Hobart,Австралия,Australia,AU,-42.883333333,147.316666666,197451
5355,Крейджиберн,Craigieburn,Австралия,Australia,AU,-37.594,144.934,65178
5493,Голд-Кост,Gold Coast,Австралия,Australia,AU,-28.016666666,153.4,607665
5499,Брисбен,Brisbane,Австралия,Australia,AU,-27.467777777,153.027777777,2706966
5657,Бендиго,Bendigo,Австралия,Australia,AU,-36.75,144.266666666,103034
5762,Балларат,Ballarat,Австралия,Australia,AU,-37.560833333,143.8475,116201
5893,Джелонг,Geelong,Австралия,Australia,AU,-38.15,144.35,180239
5958,Даббо,Dubbo,Австралия,Australia,AU,-32.248333333,148.6011111,43516
5998,Джалилабад,Jalilabad,Азербайджан,Azerbaijan,AZ,39.204166666,48.495833333,43300
6061,Травник,Travnik,Босния и Герцеговина,Bosnia and Herzegovina,BA,44.225421879,17.666868517,53482
6072,Хырдалан,Khyrdalan,Азербайджан,Azerbaijan,AZ,40.448611111,49.756388888,100900
6073,Кишоргандж,Kishoreganj,Бангладеш,Bangladesh,BD,24.4333,90.7833,90690
6078,Тхакургаон,Thakurgaon,Бангладеш,Bangladesh,BD,26.030833333,88.47,71096
6085,Бриджтаун,Bridgetown,Барбадос,Barbados,BB,13.0975,-59.616666666,110000
6090,"Джамалпур (город, Бангладеш)",Jamalpur,Бангладеш,Bangladesh,BD,24.92,89.96,142764
6103,Навабгандж,Nawabganj,Бангладеш,Bangladesh,BD,24.6,88.2667,142361
6132,Динаджпур,Dinajpur,Бангладеш,Bangladesh,BD,25.63,88.65,206200
6133,Тангайл,Tangail,Бангладеш,Bangladesh,BD,24.4,90,180144
6136,Ленкорань,Lankaran,Азербайджан,Azerbaijan,AZ,38.753611111,48.851111111,52952
6166,Мадарипур,Madaripur,Бангладеш,Bangladesh,BD,23.170833333,90.209444444,84789
6190,Саидпур,Saidpur,Бангладеш,Bangladesh,BD,25.7833,88.9,199422
6220,Карачухур,Qaraçuxur,Азербайджан,Azerbaijan,AZ,40.396944444,49.973333333,85900
6254,Бакиханов,Bakikhanov,Азербайджан,Azerbaijan,AZ,40.421666666,49.964444444,71600
6264,Сараево,Sarajevo,Босния и Герцеговина,Bosnia and Herzegovina,BA,43.856388888,18.413055555,275524
6289,Гёйчай,Goychay,Азербайджан,Azerbaijan,AZ,40.655277777,47.738888888,42500
6324,Мингечевир,Mingachevir,Азербайджан,Azerbaijan,AZ,40.77,47.048888888,106100
6389,Мостар,Mostar,Босния и Герцеговина,Bosnia and Herzegovina,BA,43.343611111,17.8075,105448
6395,Приедор,Prijedor,Босния и Герцеговина,Bosnia and Herzegovina,BA,44.966666666,16.7,89397
6446,Агджабеди,Aghjabadi,Азербайджан,Azerbaijan,AZ,40.048938888,47.4502,40946
6472,Зворник,Zvornik,Босния и Герцеговина,Bosnia and Herzegovina,BA,44.383333333,19.1,63686
6599,Барисал,Barishal,Бангладеш,Bangladesh,BD,22.7,90.366666666,328278
6606,Тонги,Tongi,Бангладеш,Bangladesh,BD,23.883333333,90.4,476350
6619,Баня-Лука,Banja Luka,Босния и Герцеговина,Bosnia and Herzegovina,BA,44.7725,17.1925,185042
6641,Баладжары,Bilajari,Азербайджан,Azerbaijan,AZ,40.431388888,49.808055555,42194
6669,Ханкенди,Stepanakert,Азербайджан,Azerbaijan,AZ,39.815277777,46.751944444,53400
6680,Тузла,Tuzla,Босния и Герцеговина,Bosnia and Herzegovina,BA,44.53842,18.66709,110979
6693,Саткхира,Satkhira,Бангладеш,Bangladesh,BD,22.716667,89.1,113322
6694,Зеница,Zenica,Босния и Герцеговина,Bosnia and Herzegovina,BA,44.201666666,17.903888888,164423
6699,Бихач,Bihać,Босния и Герцеговина,Bosnia and Herzegovina,BA,44.814722222,15.869166666,56261
6737,Бхайраб,Bhairab Bazar,Бангладеш,Bangladesh,BD,24.05,90.988333333,105457
6755,Нахичевань,Nakhchivan,Азербайджан,Azerbaijan,AZ,39.208888888,45.412222222,94500
6776,Нараянгандж,Narayanganj,Бангладеш,Bangladesh,BD,23.616666666,90.5,223622
6777,Шеки,Shaki,Азербайджан,Azerbaijan,AZ,41.191944444,47.170555555,68360
6790,Нарсингди,Narsingdi,Бангладеш,Bangladesh,BD,23.9,90.716666666,185128
6836,Пабна,Pabna,Бангладеш,Bangladesh,BD,24.016666666,89.3,186781
6846,Раджшахи,Rajshahi,Бангладеш,Bangladesh,BD,24.366666666,88.6,449756
6851,Маулвибазар,Maulvi Bazar,Бангладеш,Bangladesh,BD,24.5,91.833333333,57441
6854,Шамкир,Şəmkir,Азербайджан,Azerbaijan,AZ,40.856388888,46.017222222,40600
6903,Кокс-Базар,Cox's Bazar,Бангладеш,Bangladesh,BD,21.583333333,92.016666666,167477
6972,Бужумбура,Bujumbura,Бурунди,Burundi,BI,-3.3825,29.361111111,658859
6987,Никки (коммуна),Nikki,Бенин,Benin,BJ,9.93333333,3.20833333,66109
7000,Бандар-Сери-Бегаван,Bandar Seri Begawan,Бруней,Brunei,BN,4.916666666,114.916666666,50000
7032,Санта-Крус-де-ла-Сьерра,Santa Cruz de la Sierra,Боливия,Bolivia,BO,-17.789166666,-63.1975,3151676
7039,Монтеро,Montero,Боливия,Bolivia,BO,-17.333333333,-63.383333333,112837
7066,Тариха,Tarija,Боливия,Bolivia,BO,-21.533888888,-64.734166666,179528
7075,Баникоара,Banikoara,Бенин,Benin,BJ,11.3,2.433333333,867463
7111,Абомей-Калави,Abomey-Calavi,Бенин,Benin,BJ,6.448611111,2.355555555,385755
7119,Риберальта,Riberalta,Боливия,Bolivia,BO,-11.005,-66.066111111,78100
7129,Конгуси,Kongoussi,Буркина-Фасо,Burkina Faso,BF,13.333333333,-1.533333333,53641
7138,Банфора,Banfora,Буркина-Фасо,Burkina Faso,BF,10.630833333,-4.758888888,117200
7153,Уагадугу,Ouagadougou,Буркина-Фасо,Burkina Faso,BF,12.368611111,-1.5275,2453496
7179,Фада-Нгурма,Fada N’Gourma,Буркина-Фасо,Burkina Faso,BF,12.05,0.366666666,73200
7195,Канди,Kandi,Бенин,Benin,BJ,11.128611111,2.936944444,179290
7220,Варнес,Warnes,Боливия,Bolivia,BO,-17.51027778,-63.16472222,214216
7243,Натитингу,Natitingou,Бенин,Benin,BJ,10.3,1.366666666,53284
7265,Лео,Léo,Буркина-Фасо,Burkina Faso,BF,11.1,-2.1,51746
7322,Риффа,Riffa,Бахрейн,Bahrain,BH,26.13,50.555,115495
7342,Манама,Manama,Бахрейн,Bahrain,BH,26.225,50.5775,297502
7398,Тенкодого,Tenkodogo,Буркина-Фасо,Burkina Faso,BF,11.783333333,-0.366666666,58600
7416,Абомей,Abomey,Бенин,Benin,BJ,7.185277777,1.991388888,117824
7440,Даса-Зуме,Dassa-Zoumé,Бенин,Benin,BJ,7.75,2.183333333,112118
7448,София,Sofia,Болгария,Bulgaria,BG,42.697886,23.321726,1404116
7453,Гурси,Gourcy,Буркина-Фасо,Burkina Faso,BF,13.20776,-2.35893,40144
7468,Титао,Titao,Буркина-Фасо,Burkina Faso,BF,13.7667353,-2.0736431,48242
7476,Тринидад,Trinidad,Боливия,Bolivia,BO,-14.833333333,-64.9,101454
7484,Котону,Cotonou,Бенин,Benin,BJ,6.366666666,2.416666666,679012
7519,Хамад,Hamad Town,Бахрейн,Bahrain,BH,26.112777777,50.513888888,52718
7538,Оруро,Oruro,Боливия,Bolivia,BO,-17.966666666,-67.116666666,264683
7555,Ла-Пас,La Paz,Боливия,Bolivia,BO,-16.495833333,-68.133333333,2867504
7561,Локоса,Lokossa,Бенин,Benin,BJ,6.633333333,1.716666666,77065
7573,Параку,Parakou,Бенин,Benin,BJ,9.35,2.616666666,255478
7635,Джугу,Djougou,Бенин,Benin,BJ,9.7,1.666666666,237040
7646,Уахигуя,Ouahigouya,Буркина-Фасо,Burkina Faso,BF,13.583333333,-2.416666666,124580
7652,Кая,Kaya,Буркина-Фасо,Burkina Faso,BF,13.083333333,-1.083333333,122949
7666,Сукре,Sucre,Боливия,Bolivia,BO,-19.0475,-65.26,360544
7684,Сипе-Сипе,Sipe Sipe,Боливия,Bolivia,BO,-17.45,-66.38333333,47000
7686,Кочабамба,Cochabamba,Боливия,Bolivia,BO,-17.3935419,-66.1570139,632013
7690,Порто-Ново,Porto-Novo,Бенин,Benin,BJ,6.483333333,2.616666666,264320
7698,Кильякольо,Quillacollo,Боливия,Bolivia,BO,-17.3975,-66.281666666,137182
7714,Кобиха,Cobija,Боливия,Bolivia,BO,-11.0182955,-68.7537452,46267
7726,Потоси,Potosí,Боливия,Bolivia,BO,-19.58361,-65.75306,189652
7736,Коме,Comè,Бенин,Benin,BJ,6.4,1.8833,42586
7739,Кудугу,Koudougou,Буркина-Фасо,Burkina Faso,BF,12.25,-2.366666666,160207
7744,Дедугу,Dédougou,Буркина-Фасо,Burkina Faso,BF,12.466666666,-3.466666666,63617
7821,Вида,Ouidah,Бенин,Benin,BJ,6.366666666,2.083333333,162034
7822,Гаранго,Garango,Буркина-Фасо,Burkina Faso,BF,11.804722222,-0.548888888,45150
7850,Дори,Dori,Буркина-Фасо,Burkina Faso,BF,14.03277,-0.03483,46521
7864,Купела,Koupéla,Буркина-Фасо,Burkina Faso,BF,12.179444444,-0.351666666,45900
7868,Мадинат-Иса,Isa Town,Бахрейн,Bahrain,BH,26.17361,50.54778,61293
7883,Сакете,Sakété,Бенин,Benin,BJ,6.736388888,2.658055555,43541
7918,Брюссель,City of Brussels,Бельгия,Belgium,BE,50.85045,4.34878,195546
7921,Якуиба,Yacuiba,Боливия,Bolivia,BO,-22.013888888,-63.677777777,97296
8063,Парати,Paraty,Бразилия,Brazil,BR,-23.1484,-44.70616,45243
8368,Серрана,Serrana,Бразилия,Brazil,BR,-21.210833333,-47.595833333,43909
8524,Параиба-ду-Сул,Paraíba do Sul,Бразилия,Brazil,BR,-22.161944444,-43.292777777,42063
8834,Саранди,Sarandi,Бразилия,Brazil,BR,-23.443888888,-51.873888888,118455
8965,Паулу-Афонсу,Paulo Afonso,Бразилия,Brazil,BR,-9.407777777,-38.221944444,112870
8986,Молепололе,Molepolole,Ботсвана,Botswana,BW,-24.4066,25.4951,67598
9015,Мочуди,Mochudi,Ботсвана,Botswana,BW,-24.416666666,26.15,44339
9029,Эзмералдас,Esmeraldas,Бразилия,Brazil,BR,-19.762777777,-44.313888888,85598
9036,Франсистаун,Francistown,Ботсвана,Botswana,BW,-21.173611111,27.5125,103417
9134,Волковыск,Vawkavysk,Белоруссия,Belarus,BY,53.166666666,24.466666666,41510
9151,Габороне,Gaborone,Ботсвана,Botswana,BW,-24.656944444,25.908611111,246325
9256,Жлобин,Zhlobin,Белоруссия,Belarus,BY,52.9,30.033333333,76844
9259,Могодитшане,Mogoditshane,Ботсвана,Botswana,BW,-24.633333333,25.866666666,88004
9279,Нассау,Nassau,Багамские Острова,The Bahamas,BS,25.078055555,-77.338611111,274400
9304,Тхимпху,Thimphu,Бутан,Bhutan,BT,27.46609,89.64191,114551
9354,Витебск,Vitebsk,Белоруссия,Belarus,BY,55.183333333,30.166666666,358395
9432,Селеби-Пхикве,Selebi-Phikwe,Ботсвана,Botswana,BW,-21.966666666,27.916666666,49724
9494,Жодино,Žodzina,Белоруссия,Belarus,BY,54.1,28.35,63744
9571,Умайта,Humaitá,Бразилия,Brazil,BR,-7.506111111,-63.020833333,57473
9574,Канье,Kanye,Ботсвана,Botswana,BW,-24.983333333,25.35,48028
9602,Серове,Serowe,Ботсвана,Botswana,BW,-22.383333,26.716667,47447
9629,Каейрас,Caieiras,Бразилия,Brazil,BR,-23.38134,-46.73815,95032
9698,Махалапье,Mahalapye,Ботсвана,Botswana,BW,-23.1041,26.8142,48431
9784,Бразилиа,Brasília,Бразилия,Brazil,BR,-15.77972,-47.92972,2817381
9814,Лауру-ди-Фрейтас,Lauro de Freitas,Бразилия,Brazil,BR,-12.893888888,-38.326944444,203331
